application_id,annual_income,credit_score,loan_amount,years_in_business,num_employees,previous_loans,debt_to_income_ratio,monthly_revenue,loan_purpose,industry,has_collateral,education_level,geographic_region,default,loan_to_income,rev_to_loan_ratio,rev_per_employee,credit_tier,default_probability,decision_tier
2883,72184.42144108484,769.0031121321656,15109.126096264554,0.0510567242124514,12,1,0.0503661491103282,7308.225487058796,real_estate,services,no,bachelors,southwest,0,0.20931283779279514,5.804353295217213,7308.225487058796,Elite,0.06,🟢 Low Risk (Auto-Approve)
2884,62136.82117671863,782.8058861695581,61727.29112229072,0.6826158189377497,9,0,0.1501664397951339,4854.567377559812,working_capital,services,no,masters,midwest,0,0.9934092210275257,0.9437447759582793,6472.756503413082,Elite,0.21,🟡 Medium Risk (Manual Review)
2885,32822.046215920025,651.5220232022715,41615.347339687374,2.2079051174320705,10,1,0.3397211710467483,27137.18432763671,real_estate,healthcare,no,high_school,west,0,1.2679083767636108,7.825147037066323,32564.62119316405,Average,0.34,🔴 High Risk (Auto-Reject)
2886,155871.3535230663,817.635937350772,26827.762479857272,2.410534080624084,7,7,0.2597130041441079,4671.321103827642,business_expansion,retail,no,high_school,northeast,0,0.17211477204428857,2.0894718032493156,8007.979035133101,Elite,0.08,🟢 Low Risk (Auto-Approve)
2887,50522.74159907592,770.5229684315673,24892.86713362554,0.2708681865601659,9,1,0.5996987643638373,5885.836067912329,equipment,retail,no,high_school,southeast,1,0.4927061823200988,2.837360294248314,7847.781423883105,Elite,0.69,🔴 High Risk (Auto-Reject)
2888,18886.29687701801,726.334727107323,12515.789403127255,1.5698564070695942,9,1,0.4579704898760615,4638.743095854553,equipment,technology,no,bachelors,midwest,0,0.662691552749932,4.447575407136998,6184.990794472737,Average,0.12,🟢 Low Risk (Auto-Approve)
2889,77034.80547348536,805.913730840761,22592.93976119868,2.200562564185999,9,0,0.6884791736746334,3787.7807155349137,working_capital,retail,yes,bachelors,southeast,0,0.2932822329119134,2.0118394979515233,5050.374287379885,Elite,0.1,🟢 Low Risk (Auto-Approve)
2890,97033.43649195258,772.6366419681744,20819.846182652826,1.6496126907431012,7,1,0.1520629915198904,7890.109657527,business_expansion,healthcare,no,masters,southeast,0,0.21456362811987503,4.547647233302465,13525.902270046287,Elite,0.12,🟢 Low Risk (Auto-Approve)
2891,19238.522199831503,753.6412054617313,81663.17457628723,3.6178869042283535,9,1,0.0344440596940692,9112.4533200578,equipment,retail,no,masters,west,1,4.244773778778209,1.3390299900543632,12149.937760077068,Elite,0.9,🔴 High Risk (Auto-Reject)
2892,40694.16602106716,749.613027026604,19813.04945904889,4.426870717986016,6,0,0.2515464715058494,,working_capital,services,yes,bachelors,midwest,0,0.486876901440658,,,Average,0.05,🟢 Low Risk (Auto-Approve)
2893,13051.257397200266,680.1548398722193,34519.89108203481,1.850012210782096,13,1,0.4287842609687546,13141.577441657024,equipment,manufacturing,no,masters,southeast,1,2.6449475350505276,4.56834956185466,12130.686869221869,Average,0.97,🔴 High Risk (Auto-Reject)
2894,112534.31608125888,719.8419261826152,35982.83339466919,1.6635997489794057,3,0,0.1897919426307016,4331.0662128636695,business_expansion,technology,no,bachelors,southwest,0,0.3197498740622965,1.4443774892408483,17324.264851454678,Average,0.06,🟢 Low Risk (Auto-Approve)
2895,46152.87763239043,816.5965009756304,10089.273615544253,3.666040396408124,14,2,0.2890872703408993,,equipment,manufacturing,no,bachelors,northeast,0,0.21860551569299172,,,Elite,0.06,🟢 Low Risk (Auto-Approve)
2896,23955.088775098862,805.2171476715025,19468.338983865546,2.431082057776573,16,3,0.2011061847513801,11798.500640107211,working_capital,manufacturing,no,bachelors,southeast,0,0.8127016003423347,7.272423589841082,8848.875480080409,Elite,0.13,🟢 Low Risk (Auto-Approve)
2897,97887.06347950816,805.0551960258805,40865.63179809229,6.130820740247678,8,3,0.6679171205020129,3848.451437420358,working_capital,retail,yes,bachelors,midwest,0,0.4174773493603388,1.1300796101040622,5772.677156130538,Elite,0.06,🟢 Low Risk (Auto-Approve)
2898,49486.48179379204,812.6105462677049,8981.048068186874,1.9683991122857345,18,4,0.1543428726495475,3394.4633239901154,working_capital,manufacturing,no,high_school,northeast,0,0.18148487713494163,4.535501823241529,2262.9755493267435,Elite,0.06,🟢 Low Risk (Auto-Approve)
2899,88921.37050572266,778.8461068712762,95007.82953204596,2.5622548516990102,11,1,0.1998344389675119,10652.751161592743,business_expansion,healthcare,no,bachelors,northeast,0,1.0684476520290653,1.3454997821626384,11621.183085373901,Elite,0.1,🟢 Low Risk (Auto-Approve)
2900,68279.54476324403,737.5234943477475,26353.66299332096,0.4136690392948626,13,1,0.3528087064254351,8996.7480694155,working_capital,manufacturing,no,masters,northeast,0,0.3859671748647562,4.096621287915365,8304.690525614307,Average,0.08,🟢 Low Risk (Auto-Approve)
2901,21147.457719251943,689.3264043899285,14935.03918780334,5.423616099842024,12,1,0.1745734499850355,12263.851419793971,equipment,services,no,bachelors,west,0,0.7062333158943723,9.85375499769097,12263.851419793971,Average,0.04,🟢 Low Risk (Auto-Approve)
2902,31907.294967303413,812.0028876829646,7315.729337529627,1.6460608686438776,7,0,0.3203581989796597,33141.55149667244,working_capital,retail,no,bachelors,west,0,0.22928077560402177,54.36212845107306,56814.088280009884,Elite,0.14,🟢 Low Risk (Auto-Approve)
2903,24546.81225135457,519.7461804300747,69765.13522259625,3.8088776287864414,14,0,0.1083312529668839,1977.978597995764,equipment,services,no,masters,west,1,2.8421260776436004,0.3402235672620239,1695.4102268535119,Subprime,0.88,🔴 High Risk (Auto-Reject)
2904,17688.132557596524,638.8771402881798,20517.81627401868,1.6836356156760115,10,1,0.1665838107684297,16499.072345950364,business_expansion,food,yes,high_school,southwest,1,1.159976397011277,9.649607224630133,19798.88681514044,Subprime,0.7,🔴 High Risk (Auto-Reject)
2905,9751.015711689182,633.1523428888447,34028.52149119365,0.003038227162265,13,4,0.3412266329182996,2804.694113964148,real_estate,services,no,high_school,southwest,1,3.4897412225888864,0.9890623480740945,2588.948412889983,Subprime,0.96,🔴 High Risk (Auto-Reject)
2906,176364.55502000017,747.3928665358699,8458.559870440035,1.5345288242218142,7,2,0.172637423574146,9657.103151060604,working_capital,technology,no,masters,southwest,0,0.04796065666074917,13.700350838410348,16555.03397324675,Average,0.05,🟢 Low Risk (Auto-Approve)
2907,61310.369798454405,697.5096274760201,13111.357480923809,0.4787539340999951,4,1,0.2033207279170709,11950.46697395828,working_capital,services,no,high_school,west,0,0.21385220027256038,10.937510009634424,35851.40092187484,Average,0.12,🟢 Low Risk (Auto-Approve)
2908,67973.74161193511,774.8743311533842,48475.99163576286,1.525560247218859,9,2,0.1686084941445629,6416.688184493101,real_estate,retail,no,bachelors,northeast,0,0.7131576177241249,1.5884204864230307,8555.584245990802,Elite,0.05,🟢 Low Risk (Auto-Approve)
2909,105345.14504141956,743.1823214546923,68451.85368667988,1.162922457363339,9,3,0.1561250144401038,2435.6985332259537,real_estate,healthcare,no,masters,southeast,0,0.6497865056787003,0.4269918318428099,3247.598044301272,Average,0.3,🔴 High Risk (Auto-Reject)
2910,31640.15808040061,774.2035272990172,11042.15816143666,0.6789985652566233,9,1,0.2191713792865744,9724.060385177772,equipment,services,no,bachelors,west,0,0.3489918771384612,10.567565046265491,12965.413846903697,Elite,0.09,🟢 Low Risk (Auto-Approve)
2911,14055.834212909902,716.9081936902525,33319.219425690564,0.3963871764902563,10,1,0.2533295306832985,,business_expansion,retail,yes,bachelors,southwest,1,2.3704903544670275,,,Average,0.84,🔴 High Risk (Auto-Reject)
2912,83616.23531035607,746.4602115720681,32914.60976905148,3.912055984052503,11,4,0.1679116670514917,5044.778890265013,working_capital,services,no,high_school,southeast,0,0.3936389822727994,1.8392241958190072,5503.395153016377,Average,0.08,🟢 Low Risk (Auto-Approve)
2913,16442.043042962327,578.1054882553068,48466.031834649904,4.217781108724223,9,3,0.3159438035097862,8483.479030111412,real_estate,healthcare,yes,high_school,southwest,1,2.9476891471461495,2.100476240940271,11311.305373481882,Subprime,0.95,🔴 High Risk (Auto-Reject)
2914,82247.7729870906,765.3268014876082,35373.96449129706,0.9236441565380704,12,0,0.4374168540510119,3728.622273519372,working_capital,retail,no,masters,midwest,0,0.4300902408245056,1.2648700230713623,3728.622273519372,Elite,0.07,🟢 Low Risk (Auto-Approve)
2915,11934.931748133926,,40015.13271041295,2.0507208098311605,9,2,0.1032099311035214,6990.322125414899,equipment,retail,no,bachelors,northeast,1,3.3527743228753257,2.09630356875338,9320.429500553199,Subprime,0.99,🔴 High Risk (Auto-Reject)
2916,15305.983663781548,829.4873500769354,2810.862518704057,1.871260474010762,7,1,0.5296271005404606,,equipment,technology,yes,bachelors,northeast,0,0.18364468305002724,,,Elite,0.1,🟢 Low Risk (Auto-Approve)
2917,29054.11812007587,753.3659239036481,32149.294618400545,1.3166666008935042,11,1,0.174560410886449,6730.654793473589,business_expansion,services,yes,bachelors,west,0,1.1065314213129038,2.5122746386931873,7342.532501971188,Elite,0.11,🟢 Low Risk (Auto-Approve)
2918,80114.96635477476,803.0660265680585,7066.926964664596,0.975683244066896,7,3,0.1069101829366343,15486.308126063906,business_expansion,manufacturing,yes,bachelors,northeast,0,0.08820982253640322,26.29653574205105,26547.956787538125,Elite,0.01,🟢 Low Risk (Auto-Approve)
2919,142551.03360015777,786.9867398398499,30075.08672270644,0.6175017289902427,6,3,0.2273510211582199,8032.4397581912335,business_expansion,services,no,bachelors,northeast,0,0.21097768261059566,3.2049542529006807,16064.879516382467,Elite,0.05,🟢 Low Risk (Auto-Approve)
2920,67895.89677322218,821.5047369851271,53448.27253343939,6.188169115488948,13,1,0.2166247339280179,,equipment,food,no,masters,southwest,0,0.7872091698259907,,,Elite,0.1,🟢 Low Risk (Auto-Approve)
2921,30033.80316121636,798.3644789863206,28395.59996845848,5.374903208979688,9,1,0.1720910122244253,8745.244131314326,equipment,healthcare,no,bachelors,west,0,0.9454546870416548,3.6957461611074027,11660.3255084191,Elite,0.06,🟢 Low Risk (Auto-Approve)
2922,94198.44119572078,641.4104785782008,40687.57941301639,1.6196276287417533,10,1,0.2223128636262129,14671.259150909646,equipment,healthcare,yes,masters,west,0,0.4319347421947014,4.326998861834327,17605.510981091575,Subprime,0.05,🟢 Low Risk (Auto-Approve)
2923,11556.450948738106,733.5290808397394,46977.86698482734,3.831795321058992,13,0,0.2481531303444241,14438.91114276782,business_expansion,technology,no,masters,midwest,1,4.065077348851382,3.6882673657612988,13328.225670247219,Average,0.91,🔴 High Risk (Auto-Reject)
2924,22202.64314726721,788.6839605262512,43944.74624645207,2.0694506907420145,12,0,0.5497051283937204,7536.636067740597,business_expansion,manufacturing,no,masters,southeast,1,1.9792574224146358,2.058030607474242,7536.636067740597,Elite,0.94,🔴 High Risk (Auto-Reject)
2925,53145.62288065021,597.4060352287809,29995.592358497644,0.2677505118875789,10,0,0.3148891443471546,9591.006135495416,equipment,services,yes,high_school,southwest,1,0.5644038160180965,3.836966186578403,11509.2073625945,Subprime,0.61,🔴 High Risk (Auto-Reject)
2926,85523.34809229597,711.7522882389181,31874.295777789157,5.184504019202486,7,1,0.3334347702912075,4600.593545725073,business_expansion,retail,no,high_school,west,0,0.37269700600812217,1.7320264244761965,7886.731792671554,Average,0.0,🟢 Low Risk (Auto-Approve)
2927,42345.91369299038,791.4947200223071,52030.20430001705,0.7425836315936263,9,0,0.0494098118257169,13183.897461647177,business_expansion,technology,no,bachelors,midwest,0,1.22869480812808,3.0406716957618074,17578.529948862903,Elite,0.23,🟡 Medium Risk (Manual Review)
2928,38841.71089216445,715.1420542875233,106098.8530072296,3.680880100691927,8,2,0.3392365646291007,6396.063449255593,equipment,manufacturing,yes,bachelors,southwest,1,2.731570020223619,0.7234080220060171,9594.09517388339,Average,0.84,🔴 High Risk (Auto-Reject)
2929,40682.18610471988,823.1354053904462,12199.962364288673,2.2485048242763144,7,2,0.0270936227731999,7580.69510410924,working_capital,retail,yes,bachelors,southwest,0,0.29988463090171186,7.456444416221348,12995.477321330125,Elite,0.02,🟢 Low Risk (Auto-Approve)
2930,104710.2616741288,706.8426196905227,16493.312730630932,3.518779015134366,7,1,0.3092827995891645,5121.325994728258,business_expansion,technology,no,bachelors,southwest,0,0.15751381447178645,3.7261108753855643,8779.415990962729,Average,0.03,🟢 Low Risk (Auto-Approve)
2931,25989.279037855267,817.7909839517768,44448.875205873934,1.911452307185673,5,3,0.3907099224323518,55831.95049593139,business_expansion,manufacturing,no,bachelors,southeast,0,1.7102773470988144,15.073123962035337,133996.68119023537,Elite,0.23,🟡 Medium Risk (Manual Review)
2932,20865.935946792397,764.8671324058259,84064.35742732864,3.637639848666103,9,3,0.1004296851696389,17912.60007546101,business_expansion,services,no,phd,northeast,1,4.028784409273114,2.5569838095931634,23883.466767281345,Elite,0.89,🔴 High Risk (Auto-Reject)
2933,40174.27947452496,708.9596444749274,5821.601523691309,0.1000888752312227,11,2,0.1768874480506329,2983.7662465721205,working_capital,services,yes,bachelors,southwest,0,0.14490867290806952,6.150402911149853,3255.0177235332226,Average,0.04,🟢 Low Risk (Auto-Approve)
2934,114618.86330805998,729.2750878099375,7129.179896848852,0.1251326030432902,12,1,0.2997568644278595,1861.7462415336097,real_estate,technology,yes,high_school,west,0,0.06219901062609412,3.1337342052875083,1861.7462415336097,Average,0.09,🟢 Low Risk (Auto-Approve)
2935,28635.207708059635,793.7023208575968,25647.02632548859,6.79991589197204,8,1,0.6143617810257259,3223.894832901003,business_expansion,retail,yes,high_school,southeast,0,0.8956465965591723,1.5084297689656243,4835.8422493515045,Elite,0.24,🟡 Medium Risk (Manual Review)
2936,40580.7011353132,722.9745071542178,46445.38157284066,4.155213520215975,8,0,0.1605088776176278,12548.01085015522,real_estate,manufacturing,yes,masters,southeast,1,1.1445189529370658,3.242004373797918,18822.016275232832,Average,0.7,🔴 High Risk (Auto-Reject)
2937,11355.13690950693,768.5698804009976,25797.518258274195,5.288947925609938,9,2,0.4952457103470692,39855.8365619109,business_expansion,technology,no,bachelors,midwest,1,2.2718808644813064,18.539381732563847,53141.115415881206,Elite,0.93,🔴 High Risk (Auto-Reject)
2938,41935.73045242954,718.4009177899159,28407.43452857713,1.829648071242751,19,0,0.071616837649856,10232.915498899256,business_expansion,healthcare,no,masters,northeast,1,0.6774040709938641,4.322635536245364,6462.893999304793,Average,0.66,🔴 High Risk (Auto-Reject)
2939,59155.75674214622,795.6239261112592,11178.836520693512,1.8465971810579496,13,2,0.2357789058327065,4760.233579290531,real_estate,services,no,masters,west,0,0.1889729273419812,5.10990592319196,4394.061765498952,Elite,0.14,🟢 Low Risk (Auto-Approve)
2940,16466.65400066114,754.6891359725978,24106.323185055637,2.290734914624497,7,3,0.1833041706212166,3052.000171448004,working_capital,services,no,masters,west,0,1.4639478781838595,1.5192695201265933,5232.0002939108645,Elite,0.2,🟡 Medium Risk (Manual Review)
2941,104842.5559995794,616.150859829271,14724.994812512648,0.8378009237833801,8,1,0.3093237028814348,2399.9638322329747,equipment,manufacturing,no,high_school,southeast,0,0.14044864389391384,1.955828599839173,3599.945748349462,Subprime,0.03,🟢 Low Risk (Auto-Approve)
2942,58595.28056706618,745.4358289741803,31091.35496590101,3.9671712318353536,10,1,0.1727454737605321,6861.901843600989,equipment,services,no,bachelors,southeast,0,0.5306119309440783,2.648415362196989,8234.282212321186,Average,0.06,🟢 Low Risk (Auto-Approve)
2943,32508.61087873776,739.9920486666982,20580.75767957072,5.306257767826621,12,3,0.0581196440517069,12152.57296305148,equipment,healthcare,no,bachelors,southwest,0,0.633086346148108,7.085787502438516,12152.572963051478,Average,0.03,🟢 Low Risk (Auto-Approve)
2944,58918.71937391696,784.562615725049,12112.80567985926,7.132704876084858,10,4,0.417204311830558,1158.3609132972977,business_expansion,technology,no,masters,west,0,0.20558501285453165,1.147573182213312,1390.033095956757,Elite,0.03,🟢 Low Risk (Auto-Approve)
2945,70773.8866124901,760.4426958495544,70948.93111877996,2.183426121712866,5,0,0.3042039052209009,14427.016210398962,real_estate,services,yes,masters,northeast,1,1.0024732922645367,2.4401240694514437,34624.838904957505,Elite,0.58,🔴 High Risk (Auto-Reject)
2946,8271.354089981149,558.0449865945274,40566.392491309714,1.6062593154650875,11,0,0.4741986828826496,,equipment,retail,no,bachelors,southeast,1,4.904443945937051,,,Subprime,0.95,🔴 High Risk (Auto-Reject)
2947,60592.147105099466,782.138443129297,31491.42218880132,5.33238491452978,10,0,0.4973541258096647,,working_capital,food,no,bachelors,midwest,1,0.519727781459505,,,Elite,0.16,🟢 Low Risk (Auto-Approve)
2948,111919.14196591124,769.2425065095416,13069.078765855342,4.191044219531717,9,3,0.1167944078256177,5079.677385933615,working_capital,food,no,high_school,west,0,0.11677250679634384,4.664148845017229,6772.90318124482,Elite,0.02,🟢 Low Risk (Auto-Approve)
2949,25670.853603152595,823.316457815955,40347.45289730842,6.058387641668284,4,1,0.1829882415556889,11778.741841476578,equipment,services,yes,masters,northeast,0,1.5717222933464674,3.503192691183439,35336.225524429734,Elite,0.19,🟢 Low Risk (Auto-Approve)
2950,33087.408007042075,761.6549761542581,10225.748277315177,3.1989963519942077,12,3,0.2220900643937111,8335.177770182218,business_expansion,services,no,bachelors,northeast,0,0.3090525638979882,9.781399906359512,8335.177770182218,Elite,0.05,🟢 Low Risk (Auto-Approve)
2951,37722.89132262791,801.2317529497229,12573.432956308983,6.444788230153805,8,1,0.1245848433687428,27008.23503839268,equipment,services,yes,high_school,southwest,0,0.33331042545953693,25.776478197077335,40512.352557589016,Elite,0.06,🟢 Low Risk (Auto-Approve)
2952,86188.55264887889,708.0694816969071,24005.864065357822,0.2797743581133485,7,0,0.676538917646126,9138.529169855768,real_estate,services,no,masters,west,0,0.27852729077786736,4.568148421556708,15666.05000546703,Average,0.1,🟢 Low Risk (Auto-Approve)
2953,19283.53609864525,613.4176939681932,27288.353465632965,3.414195453434121,9,1,0.121042552344962,4676.522360960575,working_capital,services,no,masters,southeast,1,1.415111488164771,2.056491550587778,6235.3631479474325,Subprime,0.59,🔴 High Risk (Auto-Reject)
2954,68466.82243987438,774.7911649108803,16779.251551937374,0.2789624301144124,12,4,0.1977699649781407,11789.587657692373,real_estate,retail,yes,bachelors,northeast,0,0.24507127618887872,8.431547226906757,11789.587657692371,Elite,0.11,🟢 Low Risk (Auto-Approve)
2955,38293.7799953319,727.5159394006498,5670.453440560911,4.145803357569831,11,0,0.3597684547872825,4485.890958416099,business_expansion,healthcare,no,bachelors,northeast,0,0.14807766277583861,9.49318993009285,4893.699227363018,Average,0.06,🟢 Low Risk (Auto-Approve)
2956,146962.18735519482,823.179090823715,19267.31127704481,2.97016600926036,8,2,0.1082174356240846,13421.48796110505,business_expansion,manufacturing,yes,masters,northeast,0,0.13110386844254973,8.359124592809474,20132.231941657574,Elite,0.01,🟢 Low Risk (Auto-Approve)
2957,40094.25504359571,672.945285335692,65438.42089027033,0.0483638214418504,10,1,0.0519418578757818,2575.436773308212,working_capital,retail,no,high_school,west,1,1.6321146463281868,0.4722797533809938,3090.5241279698544,Average,0.87,🔴 High Risk (Auto-Reject)
2958,4021.047641298133,782.9966528794587,3721.34995011981,2.7433347049530243,5,2,0.0578187140395845,9206.35958161028,working_capital,food,no,phd,northeast,0,0.9254677591729378,29.68716096581203,22095.262995864672,Elite,0.27,🟡 Medium Risk (Manual Review)
2959,77737.38912537823,744.9079593315893,36016.84316861932,0.4744553506893035,6,1,0.4214286968949948,6699.819079943986,business_expansion,services,no,masters,west,0,0.4633142889649895,2.2322286432192557,13399.638159887973,Average,0.14,🟢 Low Risk (Auto-Approve)
2960,65996.56609175085,756.858378337494,21090.01277477844,0.46089241418396,11,1,0.1013472016848943,4995.197197762111,equipment,healthcare,yes,bachelors,midwest,0,0.319562274580443,2.8422157451146943,5449.306033922302,Elite,0.0,🟢 Low Risk (Auto-Approve)
2961,56774.80939349969,846.6043694349785,7380.506681396565,0.48919139252224,10,1,0.1693679483382194,8185.375683996019,business_expansion,food,yes,masters,west,0,0.12999615076191837,13.308640239502614,9822.450820795222,Elite,0.01,🟢 Low Risk (Auto-Approve)
2962,109873.86562845772,685.4388337555367,59403.90478520461,1.9839201474278712,11,2,0.0686012819345036,2533.0465649899047,equipment,retail,no,bachelors,southeast,0,0.540655454738263,0.5116929415631538,2763.323525443532,Average,0.08,🟢 Low Risk (Auto-Approve)
2963,9685.908209233336,783.8989948812233,14133.91080398766,0.3682669934802172,10,0,0.1485378943607975,18308.50635241876,real_estate,food,no,masters,northeast,1,1.4592241118405556,15.544323101787205,21970.207622902515,Elite,0.81,🔴 High Risk (Auto-Reject)
2964,22502.998694412272,604.9427316549443,74409.30764087735,0.4028433011648652,9,2,0.2097239474253101,8692.996842770734,equipment,services,no,masters,southeast,1,3.3066396461798644,1.4019208808756876,11590.662457027644,Subprime,0.95,🔴 High Risk (Auto-Reject)
2965,48229.62655298373,733.6252658868289,28485.67341037432,0.8878201723719041,7,1,0.2534379840739008,14214.790402762465,business_expansion,retail,no,bachelors,southeast,0,0.5906260414245743,5.988185091352843,24368.21211902137,Average,0.08,🟢 Low Risk (Auto-Approve)
2966,54550.60181570156,731.9314164556135,31119.20431189571,0.0025757769380188,6,0,0.6026678141555941,12507.508693658818,business_expansion,manufacturing,yes,bachelors,northeast,1,0.5704649128717499,4.82307011514854,25015.017387317635,Average,0.7,🔴 High Risk (Auto-Reject)
2967,42987.99380221186,566.113309747953,20158.0676490279,0.9680206548509712,10,1,0.3108373400050123,13351.872642311218,equipment,retail,yes,masters,northeast,0,0.46892320078427824,7.948305090416798,16022.247170773462,Subprime,0.06,🟢 Low Risk (Auto-Approve)
2968,11537.675929448871,768.2717569470208,50633.05449441485,2.8902080786098168,5,2,0.1266308282555708,15063.710463365042,equipment,services,no,high_school,west,1,4.388496851881459,3.570089289800203,36152.9051120761,Elite,0.89,🔴 High Risk (Auto-Reject)
2969,33355.05123002209,740.5056057603383,22022.98841054458,2.7606745857413686,6,2,0.4255532335356384,9911.172246801229,business_expansion,healthcare,yes,bachelors,midwest,0,0.6602594689083318,5.400450871811259,19822.344493602457,Average,0.12,🟢 Low Risk (Auto-Approve)
2970,140239.38440030318,809.5079976592394,52664.21545218113,10.47339726862574,8,2,0.170676807855295,5465.378579536759,business_expansion,healthcare,yes,high_school,northeast,0,0.3755308516033908,1.2453340924444527,8198.06786930514,Elite,0.09,🟢 Low Risk (Auto-Approve)
2971,18426.784936708835,796.526976793411,31620.279670713862,0.3822392851281166,8,0,0.1915410899905029,7501.814901392669,business_expansion,food,yes,masters,northeast,1,1.7159954804552837,2.8469633967244317,11252.722352089004,Elite,0.72,🔴 High Risk (Auto-Reject)
2972,47417.14884718475,821.353765437767,19749.507134499992,6.020164698276403,9,2,0.2592241488728047,9742.852147687214,working_capital,retail,no,bachelors,southeast,0,0.4165055810957423,5.919855365302338,12990.469530249618,Elite,0.06,🟢 Low Risk (Auto-Approve)
2973,68649.2904156573,653.4308684629809,4520.57453385342,1.4887459572976138,11,2,0.2902468058763933,14642.94538659236,equipment,manufacturing,no,high_school,midwest,1,0.06585027327277926,38.87013549344698,15974.122239918941,Average,0.07,🟢 Low Risk (Auto-Approve)
2974,84467.00831371252,642.4739232034422,62688.67044307905,1.4683486263764225,6,0,0.4145593486294175,19491.343128684846,business_expansion,retail,yes,bachelors,northeast,0,0.7421675242747062,3.7310747841844,38982.68625736969,Subprime,0.1,🟢 Low Risk (Auto-Approve)
2975,77475.96002787628,750.2139886301532,27520.16684534625,1.2868655328474576,14,0,0.4255134418475093,1520.3650045482868,working_capital,food,no,masters,west,0,0.3552091104833595,0.6629458373964991,1303.1700038985316,Elite,0.04,🟢 Low Risk (Auto-Approve)
2976,31377.53579343907,725.1971745170608,15129.409365859468,0.3996909930773425,8,0,0.0528753871243316,11355.578736656162,business_expansion,retail,yes,high_school,southeast,0,0.48217328044680213,9.006759057453325,17033.36810498424,Average,0.01,🟢 Low Risk (Auto-Approve)
2977,22416.181555401407,804.3421371742434,41312.72411321944,1.9531669903637607,8,2,0.5716525726050626,2894.9400973664488,equipment,food,no,bachelors,southwest,1,1.8429866840217806,0.8408857540643597,4342.410146049673,Elite,0.93,🔴 High Risk (Auto-Reject)
2978,147731.61574646283,733.5605498660387,31532.28999497883,4.644717580639572,11,1,0.0830311610213352,12014.644269686174,business_expansion,services,no,masters,west,0,0.21344307266695425,4.5723203503200205,13106.88465783946,Average,0.02,🟢 Low Risk (Auto-Approve)
2979,90230.99829970924,787.8571764236016,31587.74024936236,6.24872038777739,11,2,0.1359307323355093,20402.56015051082,business_expansion,technology,no,high_school,southeast,0,0.3500763689263554,7.750814710814018,22257.338346011806,Elite,0.0,🟢 Low Risk (Auto-Approve)
2980,50903.76766238461,741.8948476190701,124656.29695272542,9.879122244679372,9,0,0.2999284359062499,8159.981984789588,business_expansion,services,yes,phd,west,0,2.4488618952431747,0.7855181503956442,10879.97597971945,Average,0.22,🟡 Medium Risk (Manual Review)
2981,122699.38777579396,699.1307437955838,12801.59056822088,4.615435726930483,10,2,0.4969788675389342,14685.650101893025,working_capital,technology,no,bachelors,northeast,0,0.10433296204878348,13.766086353377869,17622.78012227163,Average,0.02,🟢 Low Risk (Auto-Approve)
2982,14141.723563920805,824.9772605244706,42630.15419163199,2.927260116594375,4,4,0.1428274369502769,10674.16332406584,business_expansion,services,no,high_school,southeast,0,3.0144949446185287,3.004679723019469,32022.489972197516,Elite,0.31,🔴 High Risk (Auto-Reject)
2983,4191.352866135521,744.2596800060719,61866.36489634023,2.0646805938120294,6,2,0.1002448165317779,4367.689716569653,business_expansion,technology,no,high_school,southeast,1,14.760476359839819,0.847185327385161,8735.379433139306,Average,0.95,🔴 High Risk (Auto-Reject)
2984,54090.43106510631,802.1084668633316,20565.005716418826,6.235859676412373,10,0,0.4400807048264907,6837.622673303728,equipment,retail,yes,bachelors,northeast,0,0.3801967429630135,3.989858948307315,8205.147207964474,Elite,0.02,🟢 Low Risk (Auto-Approve)
2985,56009.88408173059,791.8167526433635,12280.347315738043,4.035613958320547,16,2,0.1337535177049151,18348.08415206569,business_expansion,services,yes,high_school,northeast,0,0.21925321783952184,17.929216834333136,13761.063114049268,Elite,0.01,🟢 Low Risk (Auto-Approve)
2986,12842.760185055982,668.2205295805024,20264.265230949444,0.5275570156465188,9,3,0.1347047007214555,21972.424375906576,real_estate,services,no,masters,midwest,0,1.5778746109834887,13.011529878131446,29296.565834542103,Average,0.27,🟡 Medium Risk (Manual Review)
2987,88002.51798132379,705.6766426143508,31132.451616884253,3.442309517176156,8,1,0.2517509404993003,10256.467885466584,equipment,services,no,bachelors,southeast,0,0.35376773677647827,3.953354401387701,15384.701828199875,Average,0.02,🟢 Low Risk (Auto-Approve)
2988,6683.042334376487,,55400.46161468114,1.6918280454947126,10,3,0.1432400203898057,4266.346902941072,equipment,retail,no,masters,southwest,1,8.289706819558832,0.9241107626750508,5119.616283529286,Subprime,0.92,🔴 High Risk (Auto-Reject)
2989,63060.26635516436,808.2975357790901,13630.373674094955,2.717534027841487,7,2,0.2991583170567066,13461.275612422593,business_expansion,technology,no,high_school,west,0,0.2161483682502506,11.851128311769994,23076.47247843873,Elite,0.01,🟢 Low Risk (Auto-Approve)
2990,73682.64682195902,842.6866594567198,20361.793655873884,6.85875023091541,9,5,0.348137205604585,8666.126466386248,equipment,manufacturing,no,bachelors,midwest,0,0.2763444926873288,5.107286683785609,11554.835288514998,Elite,0.07,🟢 Low Risk (Auto-Approve)
2991,53611.67122490711,822.4915942116455,42287.28486666707,3.171580957582542,13,1,0.1482210211198892,5260.582567547712,working_capital,services,no,bachelors,southeast,1,0.7887701297216991,1.4928125797060183,4855.922370044042,Elite,0.59,🔴 High Risk (Auto-Reject)
